Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
522108, 123.72, 0.60, 5.39, 1.32, 24.48, yuken-india-ltd
522257, 126.51, 0.12, 20.82, 15.42, 1.82, rajoo-engineers-ltd
532713, 132.80, 1.66, 6.88, 11.31, 1.64, sakuma-exports-ltd
532785, 134.64, 0.54, 19.07, 12.18, 17.47, ruchira-papers-ltd
532610, 143.32, 7.87, 7.53, -23.02, 57.13, dwarikesh-sugar-industries-ltd
530363, 149.29, 2.21, 3.36, -3.91, 1.86, ugar-sugar-works-ltd
506405, 163.26, 1.49, 29.02, 63.91, 8.46, dharamsi-morarji-chemical-coltd
526263, 167.51, 0.28, 27.26, 21.72, 20.11, mold-tek-technologies-ltd
532737, 178.40, 0.19, 17.78, -14.95, 9.41, emkay-global-financial-services-ltd
511108, 178.78, 1.27, 11.19, 5.89, 25.17, shiva-texyarn-ltd
532820, 184.28, --, -8.72, 23.77, -3.37, e-land-apparel-limited
536264, 198.23, 0.30, 25.76, 19.58, 24.44, tiger-logistics-(india)-ltd
532923, 227.05, 0.50, 8.67, 9.65, 21.40, renaissance-jewellery-ltd
531879, 274.59, --, -12.16, 23.63, 21.48, pioneer-distilleries-ltd
500259, 281.40, 1.74, -2.95, -12.54, -2.41, lyka-labs-ltd
530307, 294.83, 0.63, 27.66, 24.48, 38.79, chaman-lal-setia-exports-ltd
532637, 324.45, 2.42, 16.20, 20.91, 15.42, mangalam-drugs--organics-ltd
517344, 351.21, --, 10.66, 6.89, 7.44, mindteck-(india)-ltd
524764, 377.56, 0.85, 2.41, -9.72, 2.86, nutraplus-india-limited
532674, 388.82, 1.49, 8.56, 5.04, 50.51, bannari-amman-spinning-mills-ltd
532790, 394.25, --, --, --, 1.09, tanla-solutions-ltd
532888, 416.87, 0.56, 9.21, 4.91, 26.75, asian-granito-india-ltd
530843, 444.71, 0.09, 44.33, 31.85, 11.54, cupid-ltd
514450, 508.05, 0.77, 7.86, 6.09, 1.37, mahalaxmi-rubtech-ltd
532760, 613.49, 0.52, 13.23, 9.68, 18.97, deep-industries-ltd
500136, 699.67, 1.27, 6.99, 1.46, 11.36, ester-industries-ltd
532783, 728.27, 3.05, 10.83, 10.15, 47.88, lt-foods-ltd
533121, 878.21, 0.09, 32.19, 21.78, 31.47, sqs-india-bfsi-limited
532382, 879.04, --, 3.56, 2.85, 1.95, balaji-telefilms-ltd
532539, 1193.07, 0.29, 16.50, 14.38, 71.49, minda-industries-ltd
512131, 1456.43, 1.99, 22.01, 13.40, 19.50, signet-industries-limited
532942, 1735.92, 0.15, 12.86, 12.82, 44.85, knr-constructions-ltd
538268, 2226.69, 0.03, 20.30, 14.20, 14.26, wonderla-holidays-ltd
521064, 2834.87, 1.52, 10.19, 8.09, 12.99, trident-ltd
500285, 3428.86, --, -182.18, 95.29, -15.90, spicejet-ltd
532749, 4931.06, 0.18, 10.84, 7.61, --, allcargo-logistics-ltd
