Security_Code, Market_Cap, Debt_to_Equity, RoCE, RoNW, Operating_Profit_per_share, Secutity_Id
531658, 0.96, --, --, --, 0.02, trijal-industries-ltd
530057, 1.07, 3.79, --, --, -0.14, ivee-injectaa-ltd
531352, 1.87, --, 9.65, 8.21, 1.01, peeti-securities-ltd
507759, 2.11, --, -38.84, -2.59, -2.94, lime-chemicals-ltd
530807, 2.33, --, --, --, -0.66, regaliaa-realty-ltd
531067, 2.66, --, --, --, -0.24, contil-india-ltd
512165, 3.03, 0.09, --, --, -0.63, matru-smriti-traders-ltd
532041, 3.45, 0.14, -17.99, -21.06, -1.20, hindustan-bio-sciences-ltd
533048, 3.80, 0.21, -0.22, -0.27, -0.10, gi-engineering-solutions-ltd
531436, 4.52, --, 12.56, -16.42, 4.46, saffron-industries-limited
530815, 4.60, 5.02, 10.02, -50.48, 1.54, refnol-resins--chemicals-ltd
519285, 4.64, --, -29.66, -32.40, -0.08, tarai-foods-ltd
519097, 4.65, 0.25, -10.86, -48.09, -1.92, ritesh-international-ltd
512604, 4.83, 0.01, --, --, -0.22, haria-exports-ltd
531051, 4.96, --, --, --, 0.03, vintage-securities-ltd
508961, 5.14, 0.49, --, --, -0.41, shricon-industries-ltd
530709, 5.42, 0.03, 3.42, 2.39, 1.12, gowra-leasing--finance-ltd
532817, 5.64, 1.21, -12.12, -46.65, -5.27, oriental-trimex-ltd
520141, 6.58, 0.72, 4.70, 7.81, 0.43, sibar-auto-parts-ltd
507948, 6.77, --, 7.21, 7.13, -0.22, key-corp-ltd
514272, 6.82, --, --, --, -0.29, bhilwara-spinners-ltd
538882, 7.40, --, --, --, 0.44, emerald-leasing-finance--investment-company-ltd
509845, 7.95, 0.08, 4.74, 2.88, 15.03, rjshah--coltd
531227, 8.72, 0.95, 14.11, 11.08, 8.41, deco-mica-ltd
509835, 8.85, --, 52.67, -1.50, 11.46, premier-synthetics-ltd
530401, 8.94, 0.53, 16.19, 14.13, 6.22, vinyoflex-ltd
526479, 9.52, 0.93, 8.52, -7.03, 6.65, sky-industries-ltd
522152, 10.42, 0.10, 10.81, 6.07, 4.60, solitaire-machine-tools-ltd
502587, 10.54, 0.21, 11.57, 7.14, 5.55, rama-pulp--papers-ltd
511742, 10.62, --, --, --, -1.05, chokhani-securities-ltd
539392, 10.68, --, --, --, 0.05, sang-froid-labs-(india)-ltd
524210, 10.95, 5.30, -3.81, -87.49, -1.63, pentokey-organy-(india)-ltd
522231, 11.21, --, 8.89, 8.28, 2.06, conart-engineers-ltd
530617, 11.98, 0.44, 5.98, 2.49, 3.78, sampre-nutritions-ltd
519483, 12.24, --, 5.68, 5.30, -5.13, tai-industries-ltd
590116, 13.06, 10.48, --, --, -15.42, 7seas-technologies-ltd
539291, 13.41, 0.43, 4.81, 2.03, -0.71, ozone-world-ltd
530233, 14.15, 2.13, 9.76, 10.43, 4.54, auro-laboratories-ltd
530609, 14.31, 2.11, 16.41, 8.62, 21.20, carnation-industries-ltd
530779, 14.32, --, 0.37, 0.19, -0.88, dynamic-portfolio-management--services-ltd
504132, 15.05, 1.69, 12.92, 3.82, 5.21, permanent-magnets-ltd
534707, 16.87, 0.59, -7.58, -8.77, -1.32, anshus-clothing-ltd
530151, 16.91, 4.01, 0.32, -37.14, 8.08, vijay-textiles-ltd
502563, 16.96, --, -34.89, 34.26, -7.64, shree-bhawani-paper-mills-ltd
530427, 17.30, 0.53, 7.82, 3.44, 4.70, choksi-imaging-ltd
526861, 17.55, 1.50, -8.58, -47.94, 2.22, rishi-laser-ltd
507506, 17.85, 2.50, 16.96, 31.28, 2.98, girdharilal-sugar--allied-industries-ltd
539300, 19.15, 1.39, 7.29, 1.17, 7.77, ak-spintex-ltd
531236, 19.44, 0.39, 13.93, 11.87, 10.74, mewar-polytex-ltd
517467, 19.48, 1.30, 8.03, 0.64, 2.84, marsons-limited
532905, 19.58, 0.13, -2.26, -2.36, 0.10, saamya-biotech-(india)-ltd
539354, 19.74, 2.40, 18.18, 21.88, 27.19, polyspin-exports-ltd
504646, 20.06, 0.32, -11.37, -13.77, 0.60, bhagwati-autocast-ltd
539409, 20.63, 2.69, 12.00, 2.39, 10.07, neeraj-paper-marketing-ltd
536073, 21.00, 0.08, --, --, 0.35, silverpoint-infratech-ltd
531686, 21.23, 0.37, 0.63, -4.19, 0.54, advik-laboratories-ltd
531952, 21.86, 0.51, 6.95, 1.67, 4.99, riba-textiles-ltd
538922, 22.39, 0.20, 12.63, 17.95, 3.61, css-technergy-ltd
524699, 23.83, --, -0.35, 0.39, -0.43, kilburn-chemicals-ltd
530621, 23.90, 1.31, 12.27, 5.15, 17.27, akar-tools-ltd
503349, 24.67, --, --, --, -134.02, victoria-mills-ltd
539223, 24.80, 1.39, 25.36, 25.23, 15.91, ambition-mica-ltd
532946, 27.26, 0.65, -0.80, -9.03, -0.68, bang-overseas-ltd
531609, 28.82, 3.10, 10.98, 8.11, 40.68, kg-petrochem-ltd
516092, 29.12, 1.69, 8.64, 3.84, 4.58, pudumjee-industries-ltd
524717, 31.30, 0.38, 12.21, 7.97, 5.02, titan-biotech-ltd
532330, 31.48, 1.36, 5.44, 4.35, 4.29, biopac-india-corporation-ltd
530459, 31.87, 0.29, 13.39, 9.02, 6.79, valson-industries-ltd
524156, 32.51, --, --, --, -1.26, tcm-ltd
524218, 32.90, 0.20, 5.19, 8.09, 1.08, resonance-specialties-ltd
531569, 34.30, 1.70, 6.19, -7.51, 9.09, sanjivani-paranteral-ltd
532329, 35.31, --, 5.13, 4.10, 0.63, danlaw-technologies-india-ltd
532972, 38.35, 0.47, 9.72, 2.08, 13.46, sankhya-infotech-ltd
512273, 38.40, --, 4.15, 3.84, 4.99, aroni-commercials-ltd
517477, 39.96, 0.09, 16.41, 11.87, 28.91, elnet-technologies-ltd
531758, 42.02, --, --, --, 0.53, gkconsultants-ltd
531624, 42.76, 0.01, 6.14, 10.50, 0.16, country-condos-ltd
522207, 42.86, 4.72, 13.25, 23.73, 36.22, rasandik-engineering-industries-india-ltd
533056, 44.50, --, --, --, 8.67, vedavaag-systems-ltd
531146, 45.41, 1.19, 7.85, 2.60, 4.13, medicamen-biotech-ltd
539447, 50.20, 0.91, 7.35, -0.30, 12.58, beardsell-ltd
516030, 50.55, 2.52, 16.69, -17.17, 9.14, yash-papers-ltd
526747, 51.30, 1.21, 7.64, 4.75, 13.18, pg-foils-ltd
530821, 52.04, 0.23, 9.83, 6.89, 3.87, sspdl-ltd
530521, 55.90, 0.05, 22.37, 15.67, 7.35, virat-industries-ltd
514266, 58.91, 0.01, 25.10, 17.67, 15.83, zenith-fibres-ltd
505590, 60.72, 0.76, --, --, 0.27, svp-global-ventures-ltd
539287, 61.66, 0.88, 12.03, 4.00, 3.83, ortin-laboratories-ltd
516022, 62.59, 0.29, 19.61, 33.02, 10.15, star-paper-mills-ltd
531726, 63.04, 0.34, 13.87, 10.26, 9.57, panchsheel-organics-ltd
531814, 64.81, 0.89, 17.51, 15.88, 4.69, tirupati-sarjan-ltd
533316, 65.15, --, --, --, -0.18, stel-holdings limited
524828, 65.23, 0.39, 13.56, 11.34, 6.61, bdh-industries-ltd
504786, 66.40, 0.58, 9.39, 4.41, 21.57, investment--precision-castings-ltd
519003, 69.54, 0.95, 5.26, 0.53, 3.79, modi-naturals-limited
538964, 71.40, 0.32, 23.81, 18.26, 48.17, mercury-laboratories-ltd
526179, 71.59, 0.61, -20.21, -12.07, -5.25, ludlow-jute--specialities-ltd
530163, 73.52, 4.67, 3.45, 8.00, 3.09, kerala-ayurveda-ltd
538795, 73.55, 0.38, 13.79, 9.41, 36.20, shree-ajit-pulp-and-paper-ltd
531712, 74.48, 0.03, 29.68, 18.31, 4.75, trilogic-digital-media-ltd
537536, 75.59, 2.41, 9.96, 0.48, 10.29, denis-chem-lab-ltd
532806, 77.05, 1.55, 3.14, -5.67, 2.71, ai-champdany-industries-ltd
517522, 81.03, 0.74, 13.05, 7.79, 47.54, rajratan-global-wire-ltd
532373, 81.55, 0.38, 9.69, 5.28, 4.34, wep-solutions-ltd
500255, 82.07, --, 6.49, 11.52, -3.52, lml-ltd
526775, 84.30, --, --, --, 0.12, valiant-communications-ltd
531761, 84.38, 0.03, 6.60, 2.23, 1.29, amulya-leasing--finance-ltd
533982, 86.39, 0.58, 11.23, 5.08, 13.53, tera-software-ltd
532372, 87.41, 0.18, 5.04, 4.08, 7.41, virinchi-technologies-ltd
530721, 91.15, 1.68, 5.01, -7.14, 11.49, ang-industries-limited
500356, 91.95, --, -21.15, 502.67, -6.31, shree-rama-newsprint-ltd
532829, 93.08, 0.70, 10.08, 5.67, 4.02, lawreshwar-polymers-ltd
532658, 97.87, 0.55, -7.08, -17.49, -11.38, eon-electric-ltd
531921, 101.22, 0.85, 15.18, 13.42, 28.68, agarwal-industrial-corporation-ltd
